,Date,Account Number,Balance,AccountType_actual,AccountType
9922,2014-04-27,30,264933.07769530744,Sole Trader,Personal
9923,2014-04-28,30,-943962.7386840873,Sole Trader,Personal
9924,2014-04-28,30,334389.71430327656,Sole Trader,Personal
9925,2014-04-30,30,36267.33959053454,Sole Trader,Personal
9926,2014-05-01,30,-112199.89364104439,Sole Trader,Personal
9927,2014-05-02,30,14561.836972315563,Sole Trader,Personal
9928,2014-05-04,30,-723187.6542010406,Sole Trader,Personal
9929,2014-05-05,30,-365587.5094734854,Sole Trader,Personal
9930,2014-05-06,30,-204295.86366551992,Sole Trader,Personal
9931,2014-05-07,30,-894363.9048799917,Sole Trader,Personal
9932,2014-05-08,30,-518639.67660109187,Sole Trader,Personal
9933,2014-05-09,30,-204295.86366551992,Sole Trader,Personal
9934,2014-05-10,30,2613432.869898204,Sole Trader,Personal
9935,2014-05-11,30,-534531.5834554154,Sole Trader,Personal
9936,2014-05-13,30,-259060.6184300723,Sole Trader,Personal
9937,2014-05-14,30,-1534583.7722194379,Sole Trader,Personal
9938,2014-05-16,30,-473793.2653587271,Sole Trader,Personal
9939,2014-05-16,30,301327.1723094662,Sole Trader,Personal
9940,2014-05-18,30,-2652834.14775607,Sole Trader,Personal
9941,2014-05-19,30,-517223.48330443044,Sole Trader,Personal
9942,2014-05-20,30,862722.294101231,Sole Trader,Personal
9943,2014-05-21,30,1437575.2202734672,Sole Trader,Personal
9944,2014-05-23,30,37017.24260834159,Sole Trader,Personal
9945,2014-05-24,30,333837.4248314541,Sole Trader,Personal
9946,2014-05-26,30,-6016.472796832328,Sole Trader,Personal
9947,2014-05-27,30,-1157929.7216948685,Sole Trader,Personal
9948,2014-05-28,30,-1538686.3436170914,Sole Trader,Personal
9949,2014-05-29,30,-990853.3295547287,Sole Trader,Personal
9950,2014-05-30,30,391515.0712877422,Sole Trader,Personal
9951,2014-05-31,30,-510203.69786158676,Sole Trader,Personal
9952,2014-05-31,30,-774847.3699359882,Sole Trader,Personal
9953,2014-06-01,30,570016.4862362586,Sole Trader,Personal
9954,2014-06-03,30,-1062002.0612526876,Sole Trader,Personal
9955,2014-06-05,30,1131535.508745309,Sole Trader,Personal
9956,2014-06-05,30,1624660.9304083572,Sole Trader,Personal
9957,2014-06-06,30,22596.9604500141,Sole Trader,Personal
9958,2014-06-07,30,-576437.2962029086,Sole Trader,Personal
9959,2014-06-08,30,-1360372.5613234448,Sole Trader,Personal
9960,2014-06-09,30,850667.1592136389,Sole Trader,Personal
9961,2014-06-10,30,-204295.86366551992,Sole Trader,Personal
9962,2014-06-12,30,659779.9645221855,Sole Trader,Personal
9963,2014-06-14,30,549650.9334340969,Sole Trader,Personal
9964,2014-06-14,30,-675581.1115385543,Sole Trader,Personal
9965,2014-06-15,30,-964942.6122975752,Sole Trader,Personal
9966,2014-06-16,30,-527633.8159248399,Sole Trader,Personal
9967,2014-06-17,30,472951.166168726,Sole Trader,Personal
9968,2014-06-18,30,-585705.9606453484,Sole Trader,Personal
9969,2014-06-19,30,-719769.0066647179,Sole Trader,Personal
9970,2014-06-20,30,-298077.51104675326,Sole Trader,Personal
9971,2014-06-21,30,-845434.0539683776,Sole Trader,Personal
9972,2014-06-22,30,1164021.5479898667,Sole Trader,Personal
9973,2014-06-24,30,-347203.55833928485,Sole Trader,Personal
9974,2014-06-25,30,626622.1890358732,Sole Trader,Personal
9975,2014-06-26,30,539531.7270088783,Sole Trader,Personal
9976,2014-06-26,30,-1294779.278649821,Sole Trader,Personal
9977,2014-06-28,30,114731.65957124904,Sole Trader,Personal
9978,2014-06-28,30,-1638335.5605060572,Sole Trader,Personal
9979,2014-06-30,30,-852610.5778676306,Sole Trader,Personal
9980,2014-07-01,30,-425679.0536788134,Sole Trader,Personal
9981,2014-07-03,30,-1612195.7483932169,Sole Trader,Personal
9982,2014-07-04,30,575635.343274734,Sole Trader,Personal
9983,2014-07-05,30,-32707.663346809277,Sole Trader,Personal
9984,2014-07-06,30,157697.29031756154,Sole Trader,Personal
9985,2014-07-07,30,-855527.5894606684,Sole Trader,Personal
9986,2014-07-08,30,370256.38056993095,Sole Trader,Personal
9987,2014-07-11,30,1180292.7084613328,Sole Trader,Personal
9988,2014-07-11,30,286131.4376716953,Sole Trader,Personal
9989,2014-07-12,30,-1322385.9780782908,Sole Trader,Personal
9990,2014-07-13,30,-336724.67542006343,Sole Trader,Personal
9991,2014-07-14,30,-1773835.1665086225,Sole Trader,Personal
9992,2014-07-16,30,2088087.026214583,Sole Trader,Personal
9993,2014-07-17,30,-710888.8479027867,Sole Trader,Personal
9994,2014-07-17,30,-204295.86366551992,Sole Trader,Personal
9995,2014-07-18,30,1084192.9636895882,Sole Trader,Personal
9996,2014-07-20,30,1039221.4572622385,Sole Trader,Personal
9997,2014-07-21,30,-165939.01567879098,Sole Trader,Personal
9998,2014-07-21,30,-141797.0115287136,Sole Trader,Personal
9999,2014-07-22,30,294855.87023797934,Sole Trader,Personal
10000,2014-07-24,30,593529.6841235035,Sole Trader,Personal
10001,2014-07-25,30,1203319.6162784467,Sole Trader,Personal
10002,2014-07-26,30,-913444.453380265,Sole Trader,Personal
10003,2014-07-27,30,-913358.1277824698,Sole Trader,Personal
10004,2014-07-28,30,547043.7546151343,Sole Trader,Personal
10005,2014-07-29,30,-366703.4763507043,Sole Trader,Personal
10006,2014-07-30,30,-996778.1322859526,Sole Trader,Personal
10007,2014-08-01,30,-300640.8690973228,Sole Trader,Personal
10008,2014-08-02,30,-204295.86366551992,Sole Trader,Personal
10009,2014-08-03,30,-1692348.4990799623,Sole Trader,Personal
10010,2014-08-03,30,-765697.5449070234,Sole Trader,Personal
10011,2014-08-05,30,-98598.53043928651,Sole Trader,Personal
10012,2014-08-06,30,-750863.2278517662,Sole Trader,Personal
10013,2014-08-06,30,-197013.77109138342,Sole Trader,Personal
10014,2014-08-07,30,574484.2003360307,Sole Trader,Personal
10015,2014-08-09,30,1398650.1498305197,Sole Trader,Personal
10016,2014-08-10,30,2085497.9061276175,Sole Trader,Personal
10017,2014-08-11,30,-1013962.6758883111,Sole Trader,Personal
10018,2014-08-13,30,-607476.2479523442,Sole Trader,Personal
10019,2014-08-14,30,3261177.397858218,Sole Trader,Personal
10020,2014-08-16,30,439557.41245354415,Sole Trader,Personal
10021,2014-08-18,30,41479.79417822667,Sole Trader,Personal
10022,2014-08-19,30,-198243.88049214106,Sole Trader,Personal
10023,2014-08-20,30,1175161.1132633202,Sole Trader,Personal
10024,2014-08-21,30,1275325.530389784,Sole Trader,Personal
10025,2014-08-22,30,-685986.463836014,Sole Trader,Personal
10026,2014-08-24,30,347962.3900350354,Sole Trader,Personal
10027,2014-08-25,30,855208.3229543115,Sole Trader,Personal
10028,2014-08-25,30,-17563.35155575504,Sole Trader,Personal
10029,2014-08-27,30,99799.23420292552,Sole Trader,Personal
10030,2014-08-29,30,-1511888.8049514443,Sole Trader,Personal
10031,2014-08-30,30,216901.91188831953,Sole Trader,Personal
10032,2014-08-31,30,260438.639911415,Sole Trader,Personal
10033,2014-09-02,30,913955.888545749,Sole Trader,Personal
10034,2014-09-02,30,-193483.64327732642,Sole Trader,Personal
10035,2014-09-03,30,95965.01313331467,Sole Trader,Personal
10036,2014-09-04,30,-1119694.9321108384,Sole Trader,Personal
10037,2014-09-04,30,-547555.229195006,Sole Trader,Personal
10038,2014-09-06,30,32569.4700455837,Sole Trader,Personal
10039,2014-09-07,30,98284.22401066415,Sole Trader,Personal
10040,2014-09-08,30,432454.86457078805,Sole Trader,Personal
10041,2014-09-09,30,-445918.9444299633,Sole Trader,Personal
10042,2014-09-10,30,964628.3666045987,Sole Trader,Personal
10043,2014-09-11,30,-415445.947672639,Sole Trader,Personal
10044,2014-09-12,30,895799.8175543209,Sole Trader,Personal
10045,2014-09-13,30,-825494.6629470759,Sole Trader,Personal
10046,2014-09-14,30,-1800036.362114079,Sole Trader,Personal
10047,2014-09-15,30,-607282.4202616101,Sole Trader,Personal
10048,2014-09-16,30,192485.6964203866,Sole Trader,Personal
10049,2014-09-17,30,-615752.3299818621,Sole Trader,Personal
10050,2014-09-18,30,885887.0313437176,Sole Trader,Personal
10051,2014-09-19,30,-204295.86366551992,Sole Trader,Personal
10052,2014-09-20,30,-36313.01225810076,Sole Trader,Personal
10053,2014-09-21,30,417734.3256251952,Sole Trader,Personal
10054,2014-09-22,30,891198.4850339468,Sole Trader,Personal
10055,2014-09-23,30,106932.00819203904,Sole Trader,Personal
10056,2014-09-25,30,196734.4787625234,Sole Trader,Personal
10057,2014-09-26,30,-197065.15344766955,Sole Trader,Personal
10058,2014-09-28,30,-325199.9752944391,Sole Trader,Personal
10059,2014-09-29,30,-1009719.6836777336,Sole Trader,Personal
10060,2014-09-30,30,-204295.86366551992,Sole Trader,Personal
10061,2014-10-01,30,1200490.6308812846,Sole Trader,Personal
10062,2014-10-02,30,408483.0720678642,Sole Trader,Personal
10063,2014-10-03,30,2180162.2651386503,Sole Trader,Personal
10064,2014-10-04,30,-187097.9582211012,Sole Trader,Personal
10065,2014-10-05,30,456647.08697727503,Sole Trader,Personal
10066,2014-10-05,30,-661475.4602703145,Sole Trader,Personal
10067,2014-10-06,30,-433781.4924971941,Sole Trader,Personal
10068,2014-10-07,30,354090.1712942832,Sole Trader,Personal
10069,2014-10-08,30,1014956.1901191557,Sole Trader,Personal
10070,2014-10-09,30,-512141.24594117975,Sole Trader,Personal
10071,2014-10-10,30,-204295.86366551992,Sole Trader,Personal
10072,2014-10-11,30,404747.50593213126,Sole Trader,Personal
10073,2014-10-11,30,-165719.83085596524,Sole Trader,Personal
10074,2014-10-13,30,-932273.3133646403,Sole Trader,Personal
10075,2014-10-14,30,-1456849.5959264534,Sole Trader,Personal
10076,2014-10-14,30,-1002042.5360959575,Sole Trader,Personal
10077,2014-10-16,30,422209.7329067594,Sole Trader,Personal
10078,2014-10-17,30,-451937.9481477117,Sole Trader,Personal
10079,2014-10-18,30,1138821.1948451512,Sole Trader,Personal
10080,2014-10-20,30,1265769.464871758,Sole Trader,Personal
10081,2014-10-21,30,-171814.86547955783,Sole Trader,Personal
10082,2014-10-22,30,567511.5052638417,Sole Trader,Personal
10083,2014-10-24,30,-1229372.8188224572,Sole Trader,Personal
10084,2014-10-25,30,-1126225.2287395424,Sole Trader,Personal
10085,2014-10-26,30,135387.10361047188,Sole Trader,Personal
10086,2014-10-27,30,617339.3529427634,Sole Trader,Personal
10087,2014-10-28,30,1053893.6506338317,Sole Trader,Personal
10088,2014-10-29,30,1396170.1919441428,Sole Trader,Personal
10089,2014-10-30,30,434811.2861537537,Sole Trader,Personal
10090,2014-11-01,30,-497716.854004158,Sole Trader,Personal
10091,2014-11-01,30,311824.07347025373,Sole Trader,Personal
10092,2014-11-02,30,132725.93080245692,Sole Trader,Personal
10093,2014-11-03,30,-385696.13024900126,Sole Trader,Personal
10094,2014-11-05,30,-1832997.3541082316,Sole Trader,Personal
10095,2014-11-06,30,-1352046.9190070126,Sole Trader,Personal
10096,2014-11-07,30,-1290993.8283037299,Sole Trader,Personal
10097,2014-11-08,30,-204295.86366551992,Sole Trader,Personal
10098,2014-11-09,30,-443081.47628761444,Sole Trader,Personal
10099,2014-11-11,30,-1556325.3518112195,Sole Trader,Personal
10100,2014-11-12,30,-205846.54529437606,Sole Trader,Personal
10101,2014-11-13,30,-934587.6653903315,Sole Trader,Personal
10102,2014-11-13,30,-1240264.0157953126,Sole Trader,Personal
10103,2014-11-14,30,-239137.66652354773,Sole Trader,Personal
10104,2014-11-15,30,-204295.86366551992,Sole Trader,Personal
10105,2014-11-17,30,-388757.95586667035,Sole Trader,Personal
10106,2014-11-17,30,-1204523.5986909121,Sole Trader,Personal
10107,2014-11-19,30,-223446.1619936084,Sole Trader,Personal
10108,2014-11-20,30,-679800.1739047148,Sole Trader,Personal
10109,2014-11-21,30,682005.7286817129,Sole Trader,Personal
10110,2014-11-22,30,-1073008.4130098438,Sole Trader,Personal
10111,2014-11-22,30,586939.2996959588,Sole Trader,Personal
10112,2014-11-23,30,-204295.86366551992,Sole Trader,Personal
10113,2014-11-25,30,-1615491.3455112942,Sole Trader,Personal
10114,2014-11-25,30,-751278.3762355342,Sole Trader,Personal
10115,2014-11-26,30,175665.85012541112,Sole Trader,Personal
10116,2014-11-27,30,-576302.7465024053,Sole Trader,Personal
10117,2014-11-28,30,-1223491.340851853,Sole Trader,Personal
10118,2014-11-29,30,-1430626.6974502567,Sole Trader,Personal
10119,2014-12-01,30,844010.6944035417,Sole Trader,Personal
10120,2014-12-02,30,-1370117.5551901164,Sole Trader,Personal
10121,2014-12-03,30,142365.50783335936,Sole Trader,Personal
10122,2014-12-03,30,437977.9617411651,Sole Trader,Personal
10123,2014-12-05,30,-112847.1939080011,Sole Trader,Personal
10124,2014-12-06,30,841508.3048186756,Sole Trader,Personal
10125,2014-12-07,30,-204295.86366551992,Sole Trader,Personal
10126,2014-12-08,30,-1385342.3619569757,Sole Trader,Personal
10127,2014-12-09,30,-2086704.8848319387,Sole Trader,Personal
10128,2014-12-10,30,1174000.8194873272,Sole Trader,Personal
10129,2014-12-11,30,666954.3019381925,Sole Trader,Personal
10130,2014-12-12,30,1202743.5184334987,Sole Trader,Personal
10131,2014-12-12,30,-1130035.6211908127,Sole Trader,Personal
10132,2014-12-13,30,150034.6383098993,Sole Trader,Personal
10133,2014-12-14,30,-393964.6000775879,Sole Trader,Personal
10134,2014-12-15,30,-1689011.2777993458,Sole Trader,Personal
10135,2014-12-17,30,-438924.54648703407,Sole Trader,Personal
10136,2014-12-18,30,658198.813211726,Sole Trader,Personal
10137,2014-01-01,31,832924.0906131631,Personal,Personal
10138,2014-01-02,31,35798.11623685312,Personal,Personal
10139,2014-01-04,31,-440729.14423812786,Personal,Personal
10140,2014-01-05,31,1227019.4750502298,Personal,Personal
10141,2014-01-06,31,-449204.33795955824,Personal,Personal
10142,2014-01-07,31,-387414.96926832676,Personal,Personal
10143,2014-01-08,31,-348462.6791334854,Personal,Personal
10144,2014-01-09,31,-48270.76766037525,Personal,Personal
10145,2014-01-10,31,321341.4301367356,Personal,Personal
10146,2014-01-10,31,-1029505.5754770648,Personal,Personal
10147,2014-01-11,31,1540560.6866727178,Personal,Personal
10148,2014-01-12,31,537059.2193617106,Personal,Personal
10149,2014-01-13,31,-79587.14971689002,Personal,Personal
10150,2014-01-13,31,290143.027072048,Personal,Personal
10151,2014-01-14,31,-358124.3436942176,Personal,Personal
10152,2014-01-16,31,-773383.3574409233,Personal,Personal
10153,2014-01-17,31,711438.0606399137,Personal,Personal
10154,2014-01-18,31,-279647.6437643822,Personal,Personal
10155,2014-01-19,31,-541547.0566674125,Personal,Personal
10156,2014-01-20,31,781371.5935381411,Personal,Personal
10157,2014-01-22,31,-101884.56169316155,Personal,Personal
10158,2014-01-23,31,-1549561.5873603355,Personal,Personal
10159,2014-01-24,31,-1864943.1700292514,Personal,Personal
10160,2014-01-25,31,-836119.7568107806,Personal,Personal
10161,2014-01-27,31,-350800.7281836183,Personal,Personal
10162,2014-01-28,31,-1255250.6578500564,Personal,Personal
10163,2014-01-29,31,-343353.78894436755,Personal,Personal
10164,2014-01-30,31,-204295.86366551992,Personal,Personal
10165,2014-02-01,31,-24350.88388933381,Personal,Personal
10166,2014-02-01,31,508518.97256796673,Personal,Personal
10167,2014-02-02,31,-845450.5740640156,Personal,Personal
10168,2014-02-03,31,-248008.57322211307,Personal,Personal
10169,2014-02-05,31,596244.0006215307,Personal,Personal
10170,2014-02-05,31,-832393.139060185,Personal,Personal
10171,2014-02-06,31,-417897.3193150932,Personal,Personal
10172,2014-02-06,31,1813832.8694835831,Personal,Personal
10173,2014-02-07,31,352530.56089284195,Personal,Personal
10174,2014-02-09,31,-490366.14027295617,Personal,Personal
10175,2014-02-10,31,62006.33693199884,Personal,Personal
10176,2014-02-10,31,240540.99452394393,Personal,Personal
10177,2014-02-11,31,-785395.005606174,Personal,Personal
10178,2014-02-13,31,-198998.96628505024,Personal,Personal
10179,2014-02-14,31,-242415.43772960373,Personal,Personal
10180,2014-02-15,31,2522344.949631096,Personal,Personal
10181,2014-02-18,31,-558697.0619325668,Personal,Personal
10182,2014-02-18,31,601838.1584974099,Personal,Personal
10183,2014-02-19,31,-622458.6790023174,Personal,Personal
10184,2014-02-20,31,538202.1022525949,Personal,Personal
10185,2014-02-21,31,576321.9799949073,Personal,Personal
10186,2014-02-22,31,39462.60142186869,Personal,Personal
10187,2014-02-24,31,333094.42543204484,Personal,Personal
10188,2014-02-25,31,666605.1124656852,Personal,Personal
10189,2014-02-26,31,649602.8567813726,Personal,Personal
10190,2014-02-27,31,-619618.1133420364,Personal,Personal
10191,2014-02-28,31,-52727.18493004181,Personal,Personal
10192,2014-03-01,31,-204295.86366551992,Personal,Personal
10193,2014-03-02,31,20780.478757572826,Personal,Personal
10194,2014-03-02,31,162057.17840095062,Personal,Personal
10195,2014-03-03,31,140713.21483653685,Personal,Personal
10196,2014-03-03,31,-435712.6835792008,Personal,Personal
10197,2014-03-05,31,-2529419.9634831003,Personal,Personal
10198,2014-03-06,31,208729.36388955312,Personal,Personal
10199,2014-03-08,31,1452711.0290741194,Personal,Personal
10200,2014-03-09,31,358587.6863508925,Personal,Personal
10201,2014-03-10,31,1606128.7842985797,Personal,Personal
